Pokemon Number,Pokemon Name,Pokemon Type 1,Pokemon Type 2,HP,Attack,Defense,Sp. Attack ,Sp. Defense,Speed,Base Stat Total,Experience Growth,Male %,Female %,Weight (kg),Height (meters),Generation ,Capture Rate,Against Normal,Against Fire,Against Water,Against Electric,Against Grass,Against Ice,Against Fighting,Against Poison,Against Ground,Against Flying,Against Psychic,Against Bug,Against Rock,Against Ghost,Against Dragon,Against Dark,Against Steel,Against Fairy
601,Klinklang,Steel,,60,100,115,70,85,90,520,1059860,0,0,81,0.6,5,30,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
602,Tynamo,Electric,,35,55,40,45,40,60,275,1250000,50,50,0.3,0.2,5,190,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
603,Eelektrik,Electric,,65,85,70,75,70,40,405,1250000,50,50,22,1.2,5,60,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
604,Eelektross,Electric,,85,115,80,105,80,50,515,1250000,50,50,80.5,2.1,5,30,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
605,Elgyem,Psychic,,55,55,55,85,55,30,335,1000000,50,50,9,0.5,5,255,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
606,Beheeyem,Psychic,,75,75,75,125,95,40,485,1000000,50,50,34.5,1,5,90,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
607,Litwick,Ghost,Fire,50,30,55,65,55,20,275,1059860,50,50,3.1,0.3,5,190,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
608,Lampent,Ghost,Fire,60,40,60,95,60,55,370,1059860,50,50,13,0.6,5,90,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
609,Chandelure,Ghost,Fire,60,55,90,145,90,80,520,1059860,50,50,34.3,1,5,45,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
610,Axew,Dragon,,46,87,60,30,40,57,320,1250000,50,50,18,0.6,5,75,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
611,Fraxure,Dragon,,66,117,70,40,50,67,410,1250000,50,50,36,1,5,60,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
612,Haxorus,Dragon,,76,147,90,60,70,97,540,1250000,50,50,105.5,1.8,5,45,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
613,Cubchoo,Ice,,55,70,40,60,40,40,305,1000000,50,50,8.5,0.5,5,120,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
614,Beartic,Ice,,95,130,80,70,80,50,505,1000000,50,50,260,2.6,5,60,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
615,Cryogonal,Ice,,80,50,50,95,135,105,515,1000000,0,0,148,1.1,5,25,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
616,Shelmet,Bug,,50,40,85,40,65,25,305,1000000,50,50,7.7,0.4,5,200,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
617,Accelgor,Bug,,80,70,40,100,60,145,495,1000000,50,50,25.3,0.8,5,75,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
618,Stunfisk,Ground,Electric,109,66,84,81,99,32,471,1000000,50,50,11,0.7,5,75,1,1,2,0,2,2,1,0.5,2,0.5,1,1,0.5,1,1,1,0.5,1
619,Mienfoo,Fighting,,45,85,50,55,50,65,350,1059860,50,50,20,0.9,5,180,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
620,Mienshao,Fighting,,65,125,60,95,60,105,510,1059860,50,50,35.5,1.4,5,45,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
621,Druddigon,Dragon,,77,120,90,60,90,48,485,1000000,50,50,139,1.6,5,45,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
622,Golett,Ground,Ghost,59,74,50,35,50,35,303,1000000,0,0,92,1,5,190,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
623,Golurk,Ground,Ghost,89,124,80,55,80,55,483,1000000,0,0,330,2.8,5,90,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
624,Pawniard,Dark,Steel,45,85,70,40,40,60,340,1000000,50,50,10.2,0.5,5,120,0.5,2,1,1,0.5,0.5,4,0,2,0.5,0,1,0.5,0.5,0.5,0.5,0.5,1
625,Bisharp,Dark,Steel,65,125,100,60,70,70,490,1000000,50,50,70,1.6,5,45,0.5,2,1,1,0.5,0.5,4,0,2,0.5,0,1,0.5,0.5,0.5,0.5,0.5,1
626,Bouffalant,Normal,,95,110,95,40,95,55,490,1000000,50,50,94.6,1.6,5,45,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
627,Rufflet,Normal,Flying,70,83,50,37,50,60,350,1250000,100,0,10.5,0.5,5,190,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
628,Braviary,Normal,Flying,100,123,75,57,75,80,510,1250000,100,0,41,1.5,5,60,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
629,Vullaby,Dark,Flying,70,55,75,45,65,60,370,1250000,0,100,9,0.5,5,190,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2
630,Mandibuzz,Dark,Flying,110,65,105,55,95,80,510,1250000,0,100,39.5,1.2,5,60,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2
631,Heatmor,Fire,,85,97,66,105,66,65,484,1000000,50,50,58,1.4,5,90,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
632,Durant,Bug,Steel,58,109,112,48,48,109,484,1000000,50,50,33,0.3,5,90,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5
633,Deino,Dark,Dragon,52,65,50,45,50,38,300,1250000,50,50,17.3,0.8,5,45,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4
634,Zweilous,Dark,Dragon,72,85,70,65,70,58,420,1250000,50,50,50,1.4,5,45,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4
635,Hydreigon,Dark,Dragon,92,105,90,125,90,98,600,1250000,50,50,160,1.8,5,45,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4
636,Larvesta,Bug,Fire,55,85,55,50,55,60,360,1250000,50,50,28.8,1.1,5,45,1,1,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5
637,Volcarona,Bug,Fire,85,60,65,135,105,100,550,1250000,50,50,46,1.6,5,15,1,1,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5
638,Cobalion,Steel,Fighting,91,90,129,90,72,108,580,1250000,0,0,250,2.1,5,3,0.5,2,1,1,0.5,0.5,2,0,2,1,1,0.25,0.25,1,0.5,0.5,0.5,1
639,Terrakion,Rock,Fighting,91,129,90,72,90,108,580,1250000,0,0,260,1.9,5,3,0.5,0.5,2,1,2,1,2,0.5,2,1,2,0.5,0.5,1,1,0.5,2,2
640,Virizion,Grass,Fighting,91,90,72,90,129,108,580,1250000,0,0,200,2,5,3,1,2,0.5,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2
641,Tornadus,Flying,,79,115,70,125,80,111,580,1250000,100,0,63,1.5,5,3,1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1
642,Thundurus,Electric,Flying,79,115,70,125,80,111,580,1250000,100,0,61,1.5,5,3,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1
643,Reshiram,Dragon,Fire,100,120,100,150,120,90,680,1250000,0,0,330,3.2,5,3,1,0.25,1,0.5,0.25,1,1,1,2,1,1,0.5,2,1,2,1,0.5,1
644,Zekrom,Dragon,Electric,100,150,120,120,100,90,680,1250000,0,0,345,2.9,5,3,1,0.5,0.5,0.25,0.5,2,1,1,2,0.5,1,1,1,1,2,1,0.5,2
645,Landorus,Ground,Flying,89,125,90,115,80,101,600,1250000,100,0,68,1.5,5,3,1,1,2,0,1,4,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1
646,Kyurem,Dragon,Ice,125,130,90,130,90,95,660,1250000,0,0,325,3,5,3,1,1,0.5,0.5,0.5,1,2,1,1,1,1,1,2,1,2,1,2,2
647,Keldeo,Water,Fighting,91,72,90,129,90,108,580,1250000,0,0,48.5,1.4,5,3,1,0.5,0.5,2,2,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,0.5,2
648,Meloetta,Normal,Psychic,100,77,77,128,128,90,600,1250000,0,0,6.5,0.6,5,3,1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1
649,Genesect,Bug,Steel,71,120,95,120,95,99,600,1250000,0,0,82.5,1.5,5,3,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5
650,Chespin,Grass,,56,61,65,48,45,38,313,1059860,88.1,11.9,9,0.4,6,45,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
651,Quilladin,Grass,,61,78,95,56,58,57,405,1059860,88.1,11.9,29,0.7,6,45,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
652,Chesnaught,Grass,Fighting,88,107,122,74,75,64,530,1059860,88.1,11.9,90,1.6,6,45,1,2,0.5,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2
653,Fennekin,Fire,,40,45,40,62,60,60,307,1059860,88.1,11.9,9.4,0.4,6,45,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
654,Braixen,Fire,,59,59,58,90,70,73,409,1059860,88.1,11.9,14.5,1,6,45,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
655,Delphox,Fire,Psychic,75,69,72,114,100,104,534,1059860,88.1,11.9,39,1.5,6,45,1,0.5,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5
656,Froakie,Water,,41,56,40,62,44,71,314,1059860,88.1,11.9,7,0.3,6,45,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
657,Frogadier,Water,,54,63,52,83,56,97,405,1059860,88.1,11.9,10.9,0.6,6,45,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
658,Greninja,Water,Dark,72,95,67,103,71,122,530,1059860,88.1,11.9,40,1.5,6,45,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
659,Bunnelby,Normal,,38,36,38,32,36,57,237,1000000,50,50,5,0.4,6,255,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
660,Diggersby,Normal,Ground,85,56,77,50,77,78,423,1000000,50,50,42.4,1,6,127,1,1,2,0,2,2,2,0.5,1,1,1,1,0.5,0,1,1,1,1
661,Fletchling,Normal,Flying,45,50,43,40,38,62,278,1059860,50,50,1.7,0.3,6,255,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
662,Fletchinder,Fire,Flying,62,73,55,56,52,84,382,1059860,50,50,16,0.7,6,120,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5
663,Talonflame,Fire,Flying,78,81,71,74,69,126,499,1059860,50,50,24.5,1.2,6,45,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5
664,Scatterbug,Bug,,38,35,40,27,25,35,200,1000000,50,50,2.5,0.3,6,255,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
665,Spewpa,Bug,,45,22,60,27,30,29,213,1000000,50,50,8.4,0.3,6,120,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
666,Vivillon,Bug,Flying,80,52,50,90,50,89,411,1000000,50,50,17,1.2,6,45,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
667,Litleo,Fire,Normal,62,50,58,73,54,72,369,1059860,11.2,88.8,13.5,0.6,6,220,1,0.5,2,1,0.5,0.5,2,1,2,1,1,0.5,2,0,1,1,0.5,0.5
668,Pyroar,Fire,Normal,86,68,72,109,66,106,507,1059860,11.2,88.8,81.5,1.5,6,65,1,0.5,2,1,0.5,0.5,2,1,2,1,1,0.5,2,0,1,1,0.5,0.5
669,Flabébé,Fairy,,44,38,39,61,79,42,303,1000000,0,0,0.1,0.1,6,225,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
670,Floette,Fairy,,54,45,47,75,98,52,371,1000000,0,0,0.9,0.2,6,120,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
671,Florges,Fairy,,78,65,68,112,154,75,552,1000000,0,0,10,1.1,6,45,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
672,Skiddo,Grass,,66,65,48,62,57,52,350,1000000,50,50,31,0.9,6,200,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
673,Gogoat,Grass,,123,100,62,97,81,68,531,1000000,50,50,91,1.7,6,45,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
674,Pancham,Fighting,,67,82,62,46,48,43,348,1000000,50,50,8,0.6,6,220,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
675,Pangoro,Fighting,Dark,95,124,78,69,71,58,495,1000000,50,50,136,2.1,6,65,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4
676,Furfrou,Normal,,75,80,60,65,90,102,472,1000000,50,50,28,1.2,6,160,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
677,Espurr,Psychic,,62,48,54,63,60,68,355,1000000,50,50,3.5,0.3,6,190,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
678,Meowstic,Psychic,,74,48,76,83,81,104,466,1000000,50,50,8.5,0.6,6,75,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
679,Honedge,Steel,Ghost,45,80,100,35,37,28,325,1000000,50,50,2,0.8,6,180,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5
680,Doublade,Steel,Ghost,59,110,150,45,49,35,448,1000000,50,50,4.5,0.8,6,90,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5
681,Aegislash,Steel,Ghost,60,50,140,50,140,60,500,1000000,50,50,53,1.7,6,45,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5
682,Spritzee,Fairy,,78,52,60,63,65,23,341,1000000,50,50,0.5,0.2,6,200,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
683,Aromatisse,Fairy,,101,72,72,99,89,29,462,1000000,50,50,15.5,0.8,6,140,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
684,Swirlix,Fairy,,62,48,66,59,57,49,341,1000000,50,50,3.5,0.4,6,200,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
685,Slurpuff,Fairy,,82,80,86,85,75,72,480,1000000,50,50,5,0.8,6,140,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
686,Inkay,Dark,Psychic,53,54,53,37,46,45,288,1000000,50,50,3.5,0.4,6,190,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,2
687,Malamar,Dark,Psychic,86,92,88,68,75,73,482,1000000,50,50,47,1.5,6,80,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,2
688,Binacle,Rock,Water,42,52,67,39,56,50,306,1000000,50,50,31,0.5,6,120,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
689,Barbaracle,Rock,Water,72,105,115,54,86,68,500,1000000,50,50,96,1.3,6,45,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
690,Skrelp,Poison,Water,50,60,60,60,60,30,320,1000000,50,50,7.3,0.5,6,225,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5
691,Dragalge,Poison,Dragon,65,75,90,97,123,44,494,1000000,50,50,81.5,1.8,6,55,1,0.5,0.5,0.5,0.25,2,0.5,0.5,2,1,2,0.5,1,1,2,1,1,1
692,Clauncher,Water,,50,53,62,58,63,44,330,1250000,50,50,8.3,0.5,6,225,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
693,Clawitzer,Water,,71,73,88,120,89,59,500,1250000,50,50,35.3,1.3,6,55,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
694,Helioptile,Electric,Normal,44,38,33,61,43,70,289,1000000,50,50,6,0.5,6,190,1,1,1,0.5,1,1,2,1,2,0.5,1,1,1,0,1,1,0.5,1
695,Heliolisk,Electric,Normal,62,55,52,109,94,109,481,1000000,50,50,21,1,6,75,1,1,1,0.5,1,1,2,1,2,0.5,1,1,1,0,1,1,0.5,1
696,Tyrunt,Rock,Dragon,58,89,77,45,45,48,362,1000000,88.1,11.9,26,0.8,6,45,0.5,0.25,1,0.5,1,2,2,0.5,2,0.5,1,1,1,1,2,1,2,2
697,Tyrantrum,Rock,Dragon,82,121,119,69,59,71,521,1000000,88.1,11.9,270,2.5,6,45,0.5,0.25,1,0.5,1,2,2,0.5,2,0.5,1,1,1,1,2,1,2,2
698,Amaura,Rock,Ice,77,59,50,67,63,46,362,1000000,88.1,11.9,25.2,1.3,6,45,0.5,1,2,1,2,0.5,4,0.5,2,0.5,1,1,2,1,1,1,4,1
699,Aurorus,Rock,Ice,123,77,72,99,92,58,521,1000000,88.1,11.9,225,2.7,6,45,0.5,1,2,1,2,0.5,4,0.5,2,0.5,1,1,2,1,1,1,4,1
700,Sylveon,Fairy,,95,65,65,110,130,60,525,1000000,88.1,11.9,23.5,1,6,45,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
701,Hawlucha,Fighting,Flying,78,92,75,74,63,118,500,1000000,50,50,21.5,0.8,6,100,1,1,1,2,0.5,2,0.5,1,0,2,2,0.25,1,1,1,0.5,1,2
702,Dedenne,Electric,Fairy,67,58,57,81,67,101,431,1000000,50,50,2.2,0.2,6,180,1,1,1,0.5,1,1,0.5,2,2,0.5,1,0.5,1,1,0,0.5,1,1
703,Carbink,Rock,Fairy,50,50,150,50,150,50,500,1250000,0,0,5.7,0.3,6,60,0.5,0.5,2,1,2,1,1,1,2,0.5,1,0.5,1,1,0,0.5,4,1
704,Goomy,Dragon,,45,50,35,55,75,40,300,1250000,50,50,2.8,0.3,6,45,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
705,Sliggoo,Dragon,,68,75,53,83,113,60,452,1250000,50,50,17.5,0.8,6,45,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
706,Goodra,Dragon,,90,100,70,110,150,80,600,1250000,50,50,150.5,2,6,45,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
707,Klefki,Steel,Fairy,57,80,91,80,87,75,470,800000,50,50,3,0.2,6,75,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
708,Phantump,Ghost,Grass,43,70,48,50,60,38,309,1000000,50,50,7,0.4,6,120,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
709,Trevenant,Ghost,Grass,85,110,76,65,82,56,474,1000000,50,50,71,1.5,6,60,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
710,Pumpkaboo,Ghost,Grass,49,66,70,44,55,51,335,1000000,50,50,15,0.8,6,120,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
711,Gourgeist,Ghost,Grass,65,90,122,58,75,84,494,1000000,50,50,39,1.7,6,60,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
712,Bergmite,Ice,,55,69,85,32,35,28,304,1000000,50,50,99.5,1,6,190,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
713,Avalugg,Ice,,95,117,184,44,46,28,514,1000000,50,50,505,2,6,55,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
714,Noibat,Flying,Dragon,40,30,35,45,40,55,245,1000000,50,50,8,0.5,6,190,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
715,Noivern,Flying,Dragon,85,70,80,97,80,123,535,1000000,50,50,85,1.5,6,45,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
716,Xerneas,Fairy,,126,131,95,131,98,99,680,1250000,0,0,215,3,6,45,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
717,Yveltal,Dark,Flying,126,131,95,131,98,99,680,1250000,0,0,203,5.8,6,45,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2
718,Zygarde,Dragon,Ground,108,100,121,81,95,95,600,1250000,0,0,284.6,5,6,3,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
719,Diancie,Rock,Fairy,50,100,150,100,150,50,600,1250000,0,0,8.8,0.7,6,3,0.5,0.5,2,1,2,1,1,1,2,0.5,1,0.5,1,1,0,0.5,4,1
720,Hoopa,Psychic,Ghost,80,110,60,150,130,70,600,1250000,0,0,,,6,3,0,1,1,1,1,1,0,0.5,1,1,0.5,1,1,4,1,4,1,1
721,Volcanion,Fire,Water,80,110,120,130,90,70,600,1250000,0,0,195,1.7,6,3,1,0.25,1,2,1,0.25,1,1,2,1,1,0.5,2,1,1,1,0.25,0.5
722,Rowlet,Grass,Flying,68,55,55,50,50,42,320,1059860,88.1,11.9,1.5,0.3,7,45,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
723,Dartrix,Grass,Flying,78,75,75,70,70,52,420,1059860,88.1,11.9,16,0.7,7,45,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
724,Decidueye,Grass,Ghost,78,107,75,100,100,70,530,1059860,88.1,11.9,36.6,1.6,7,45,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
725,Litten,Fire,,45,65,40,60,40,70,320,1059860,88.1,11.9,4.3,0.4,7,45,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
726,Torracat,Fire,,65,85,50,80,50,90,420,1059860,88.1,11.9,25,0.7,7,45,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
727,Incineroar,Fire,Dark,95,115,90,80,90,60,530,1059860,88.1,11.9,83,1.8,7,45,1,0.5,2,1,0.5,0.5,2,1,2,1,0,1,2,0.5,1,0.5,0.5,1
728,Popplio,Water,,50,54,54,66,56,40,320,1059860,88.1,11.9,7.5,0.4,7,45,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
729,Brionne,Water,,60,69,69,91,81,50,420,1059860,88.1,11.9,17.5,0.6,7,45,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
730,Primarina,Water,Fairy,80,74,74,126,116,60,530,1059860,88.1,11.9,44,1.8,7,45,1,0.5,0.5,2,2,0.5,0.5,2,1,1,1,0.5,1,1,0,0.5,1,1
731,Pikipek,Normal,Flying,35,75,30,30,30,65,265,1000000,50,50,1.2,0.3,7,255,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
732,Trumbeak,Normal,Flying,55,85,50,40,50,75,355,1000000,50,50,14.8,0.6,7,120,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
733,Toucannon,Normal,Flying,80,120,75,75,75,60,485,1000000,50,50,26,1.1,7,45,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
734,Yungoos,Normal,,48,70,30,30,30,45,253,1000000,50,50,6,0.4,7,255,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
735,Gumshoos,Normal,,88,110,60,55,60,45,418,1000000,50,50,14.2,0.7,7,127,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
736,Grubbin,Bug,,47,62,45,55,45,46,300,1000000,50,50,4.4,0.4,7,255,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
737,Charjabug,Bug,Electric,57,82,95,55,75,36,400,1000000,50,50,10.5,0.5,7,120,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1
738,Vikavolt,Bug,Electric,77,70,90,145,75,43,500,1000000,50,50,45,1.5,7,45,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1
739,Crabrawler,Fighting,,47,82,57,42,47,63,338,1000000,50,50,7,0.6,7,225,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
740,Crabominable,Fighting,Ice,97,132,77,62,67,43,478,1000000,50,50,180,1.7,7,60,1,2,1,1,1,0.5,2,1,1,2,2,0.5,1,1,1,0.5,2,2
741,Oricorio,Fire,Flying,75,70,70,98,70,93,476,1000000,24.6,75.4,3.4,0.6,7,45,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5
742,Cutiefly,Bug,Fairy,40,45,40,55,40,84,304,1000000,50,50,0.2,0.1,7,190,1,2,1,1,0.5,1,0.25,2,0.5,2,1,0.5,2,1,0,0.5,2,1
743,Ribombee,Bug,Fairy,60,55,60,95,70,124,464,1000000,50,50,0.5,0.2,7,75,1,2,1,1,0.5,1,0.25,2,0.5,2,1,0.5,2,1,0,0.5,2,1
744,Rockruff,Rock,,45,65,40,30,40,60,280,1000000,50,50,9.2,0.5,7,190,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
745,Lycanroc,Rock,,75,115,65,55,65,112,487,1000000,50,50,,,7,90,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
746,Wishiwashi,Water,,45,20,20,25,25,40,175,800000,50,50,0.3,0.2,7,60,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
747,Mareanie,Poison,Water,50,53,62,43,52,45,305,1000000,50,50,8,0.4,7,190,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5
748,Toxapex,Poison,Water,50,63,152,53,142,35,495,1000000,50,50,14.5,0.7,7,75,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5
